waveform	Ch0		Gen	
t0	3/17/2021  13:06:45.102783		3/17/2021  13:06:45.102785	
delta t	5.000000E-6		5.000000E-6	

time[0]	Ch0	time[1]	Gen
3/17/2021  13:06:45.104138	-1.936135E+0	3/17/2021  13:06:45.104140	-2.155913E-3
3/17/2021  13:06:45.104143	-1.885327E+0	3/17/2021  13:06:45.104145	-2.155913E-3
3/17/2021  13:06:45.104148	-1.831587E+0	3/17/2021  13:06:45.104150	-2.807304E-3
3/17/2021  13:06:45.104153	-1.777847E+0	3/17/2021  13:06:45.104155	-1.830218E-3
3/17/2021  13:06:45.104158	-1.720851E+0	3/17/2021  13:06:45.104160	-2.155913E-3
3/17/2021  13:06:45.104163	-1.663854E+0	3/17/2021  13:06:45.104165	-2.481609E-3
3/17/2021  13:06:45.104168	-1.604903E+0	3/17/2021  13:06:45.104170	-3.133000E-3
3/17/2021  13:06:45.104173	-1.543347E+0	3/17/2021  13:06:45.104175	-1.830218E-3
3/17/2021  13:06:45.104178	-1.480813E+0	3/17/2021  13:06:45.104180	-1.830218E-3
3/17/2021  13:06:45.104183	-1.416651E+0	3/17/2021  13:06:45.104185	-2.481609E-3
3/17/2021  13:06:45.104188	-1.351186E+0	3/17/2021  13:06:45.104190	-2.481609E-3
3/17/2021  13:06:45.104193	-1.284745E+0	3/17/2021  13:06:45.104195	-3.133000E-3
3/17/2021  13:06:45.104198	-1.216023E+0	3/17/2021  13:06:45.104200	-1.830218E-3
3/17/2021  13:06:45.104203	-1.146975E+0	3/17/2021  13:06:45.104205	-2.481609E-3
3/17/2021  13:06:45.104208	-1.075974E+0	3/17/2021  13:06:45.104210	-3.133000E-3
3/17/2021  13:06:45.104213	-1.005949E+0	3/17/2021  13:06:45.104215	-2.807304E-3
3/17/2021  13:06:45.104218	-9.339706E-1	3/17/2021  13:06:45.104220	-2.807304E-3
3/17/2021  13:06:45.104223	-8.600377E-1	3/17/2021  13:06:45.104225	-2.481609E-3
3/17/2021  13:06:45.104228	-7.857791E-1	3/17/2021  13:06:45.104230	-2.481609E-3
3/17/2021  13:06:45.104233	-7.108692E-1	3/17/2021  13:06:45.104235	-3.133000E-3
3/17/2021  13:06:45.104238	-6.346565E-1	3/17/2021  13:06:45.104240	-2.807304E-3
3/17/2021  13:06:45.104243	-5.581180E-1	3/17/2021  13:06:45.104245	-2.155913E-3
3/17/2021  13:06:45.104248	-4.819053E-1	3/17/2021  13:06:45.104250	-3.133000E-3
3/17/2021  13:06:45.104253	-4.053669E-1	3/17/2021  13:06:45.104255	-1.830218E-3
3/17/2021  13:06:45.104258	-3.275257E-1	3/17/2021  13:06:45.104260	-2.155913E-3
3/17/2021  13:06:45.104263	-2.487074E-1	3/17/2021  13:06:45.104265	-2.807304E-3
3/17/2021  13:06:45.104268	-1.708661E-1	3/17/2021  13:06:45.104270	-1.830218E-3
3/17/2021  13:06:45.104273	-9.269924E-2	3/17/2021  13:06:45.104275	-2.481609E-3
3/17/2021  13:06:45.104278	-1.420664E-2	3/17/2021  13:06:45.104280	-2.481609E-3
3/17/2021  13:06:45.104283	6.493735E-2	3/17/2021  13:06:45.104285	-2.155913E-3
3/17/2021  13:06:45.104288	1.427786E-1	3/17/2021  13:06:45.104290	-2.155913E-3
3/17/2021  13:06:45.104293	2.215969E-1	3/17/2021  13:06:45.104295	-2.807304E-3
3/17/2021  13:06:45.104298	2.981353E-1	3/17/2021  13:06:45.104300	-1.830218E-3
3/17/2021  13:06:45.104303	3.769536E-1	3/17/2021  13:06:45.104305	3.380909E-3
3/17/2021  13:06:45.104308	4.534920E-1	3/17/2021  13:06:45.104310	2.683098E-2
3/17/2021  13:06:45.104313	5.300304E-1	3/17/2021  13:06:45.104315	6.884569E-2
3/17/2021  13:06:45.104318	6.062432E-1	3/17/2021  13:06:45.104320	1.186771E-1
3/17/2021  13:06:45.104323	6.821302E-1	3/17/2021  13:06:45.104325	1.740453E-1
3/17/2021  13:06:45.104328	7.570402E-1	3/17/2021  13:06:45.104330	2.336476E-1
3/17/2021  13:06:45.104333	8.316244E-1	3/17/2021  13:06:45.104335	2.935755E-1
3/17/2021  13:06:45.104338	9.045802E-1	3/17/2021  13:06:45.104340	3.570862E-1
3/17/2021  13:06:45.104343	9.765589E-1	3/17/2021  13:06:45.104345	4.186426E-1
3/17/2021  13:06:45.104348	1.048212E+0	3/17/2021  13:06:45.104350	4.828046E-1
3/17/2021  13:06:45.104353	1.120516E+0	3/17/2021  13:06:45.104355	5.456638E-1
3/17/2021  13:06:45.104358	1.188912E+0	3/17/2021  13:06:45.104360	6.091744E-1
3/17/2021  13:06:45.104363	1.256657E+0	3/17/2021  13:06:45.104365	6.713823E-1
3/17/2021  13:06:45.104368	1.323750E+0	3/17/2021  13:06:45.104370	7.335901E-1
3/17/2021  13:06:45.104373	1.389215E+0	3/17/2021  13:06:45.104375	7.948208E-1
3/17/2021  13:06:45.104378	1.453703E+0	3/17/2021  13:06:45.104380	8.547488E-1
3/17/2021  13:06:45.104383	1.516888E+0	3/17/2021  13:06:45.104385	9.150024E-1
3/17/2021  13:06:45.104388	1.578770E+0	3/17/2021  13:06:45.104390	9.716734E-1
3/17/2021  13:06:45.104393	1.638698E+0	3/17/2021  13:06:45.104395	1.028996E+0
3/17/2021  13:06:45.104398	1.696346E+0	3/17/2021  13:06:45.104400	1.084690E+0
3/17/2021  13:06:45.104403	1.751388E+0	3/17/2021  13:06:45.104405	1.137778E+0
3/17/2021  13:06:45.104408	1.808711E+0	3/17/2021  13:06:45.104410	1.189889E+0
3/17/2021  13:06:45.104413	1.861473E+0	3/17/2021  13:06:45.104415	1.240698E+0
3/17/2021  13:06:45.104418	1.911630E+0	3/17/2021  13:06:45.104420	1.288575E+0
3/17/2021  13:06:45.104423	1.961136E+0	3/17/2021  13:06:45.104425	1.335801E+0
3/17/2021  13:06:45.104428	2.008036E+0	3/17/2021  13:06:45.104430	1.382701E+0
3/17/2021  13:06:45.104433	2.053959E+0	3/17/2021  13:06:45.104435	1.425041E+0
3/17/2021  13:06:45.104438	2.097603E+0	3/17/2021  13:06:45.104440	1.466405E+0
3/17/2021  13:06:45.104443	2.137989E+0	3/17/2021  13:06:45.104445	1.506465E+0
3/17/2021  13:06:45.104448	2.177072E+0	3/17/2021  13:06:45.104450	1.543269E+0
3/17/2021  13:06:45.104453	2.215179E+0	3/17/2021  13:06:45.104455	1.579747E+0
3/17/2021  13:06:45.104458	2.249377E+0	3/17/2021  13:06:45.104460	1.613945E+0
3/17/2021  13:06:45.104463	2.282598E+0	3/17/2021  13:06:45.104465	1.643583E+0
3/17/2021  13:06:45.104468	2.312562E+0	3/17/2021  13:06:45.104470	1.672896E+0
3/17/2021  13:06:45.104473	2.342200E+0	3/17/2021  13:06:45.104475	1.699928E+0
3/17/2021  13:06:45.104478	2.366627E+0	3/17/2021  13:06:45.104480	1.725333E+0
3/17/2021  13:06:45.104483	2.390077E+0	3/17/2021  13:06:45.104485	1.747154E+0
3/17/2021  13:06:45.104488	2.411247E+0	3/17/2021  13:06:45.104490	1.767022E+0
3/17/2021  13:06:45.104493	2.429812E+0	3/17/2021  13:06:45.104495	1.785261E+0
3/17/2021  13:06:45.104498	2.446097E+0	3/17/2021  13:06:45.104500	1.800568E+0
3/17/2021  13:06:45.104503	2.459450E+0	3/17/2021  13:06:45.104505	1.814248E+0
3/17/2021  13:06:45.104508	2.472152E+0	3/17/2021  13:06:45.104510	1.823693E+0
3/17/2021  13:06:45.104513	2.480946E+0	3/17/2021  13:06:45.104515	1.833464E+0
3/17/2021  13:06:45.104518	2.488437E+0	3/17/2021  13:06:45.104520	1.839326E+0
3/17/2021  13:06:45.104523	2.492020E+0	3/17/2021  13:06:45.104525	1.843234E+0
3/17/2021  13:06:45.104528	2.492997E+0	3/17/2021  13:06:45.104530	1.844212E+0
3/17/2021  13:06:45.104533	2.492997E+0	3/17/2021  13:06:45.104535	1.842257E+0
3/17/2021  13:06:45.104538	2.490066E+0	3/17/2021  13:06:45.104540	1.839977E+0
3/17/2021  13:06:45.104543	2.484854E+0	3/17/2021  13:06:45.104545	1.833464E+0
3/17/2021  13:06:45.104548	2.476712E+0	3/17/2021  13:06:45.104550	1.824344E+0
3/17/2021  13:06:45.104553	2.466290E+0	3/17/2021  13:06:45.104555	1.814573E+0
3/17/2021  13:06:45.104558	2.452936E+0	3/17/2021  13:06:45.104560	1.800894E+0
3/17/2021  13:06:45.104563	2.437954E+0	3/17/2021  13:06:45.104565	1.785586E+0
3/17/2021  13:06:45.104568	2.419715E+0	3/17/2021  13:06:45.104570	1.768976E+0
3/17/2021  13:06:45.104573	2.400174E+0	3/17/2021  13:06:45.104575	1.747480E+0
3/17/2021  13:06:45.104578	2.377049E+0	3/17/2021  13:06:45.104580	1.725333E+0
3/17/2021  13:06:45.104583	2.352622E+0	3/17/2021  13:06:45.104585	1.701557E+0
3/17/2021  13:06:45.104588	2.325264E+0	3/17/2021  13:06:45.104590	1.673873E+0
3/17/2021  13:06:45.104593	2.295625E+0	3/17/2021  13:06:45.104595	1.644886E+0
3/17/2021  13:06:45.104598	2.262730E+0	3/17/2021  13:06:45.104600	1.613945E+0
3/17/2021  13:06:45.104603	2.229184E+0	3/17/2021  13:06:45.104605	1.580073E+0
3/17/2021  13:06:45.104608	2.193031E+0	3/17/2021  13:06:45.104610	1.542618E+0
3/17/2021  13:06:45.104613	2.154925E+0	3/17/2021  13:06:45.104615	1.506791E+0
3/17/2021  13:06:45.104618	2.115190E+0	3/17/2021  13:06:45.104620	1.467056E+0
3/17/2021  13:06:45.104623	2.071547E+0	3/17/2021  13:06:45.104625	1.425041E+0
3/17/2021  13:06:45.104628	2.027252E+0	3/17/2021  13:06:45.104630	1.381073E+0
3/17/2021  13:06:45.104633	1.980027E+0	3/17/2021  13:06:45.104635	1.335475E+0
3/17/2021  13:06:45.104638	1.931824E+0	3/17/2021  13:06:45.104640	1.287924E+0
3/17/2021  13:06:45.104643	1.880689E+0	3/17/2021  13:06:45.104645	1.240046E+0
3/17/2021  13:06:45.104648	1.829230E+0	3/17/2021  13:06:45.104650	1.188261E+0
3/17/2021  13:06:45.104653	1.774187E+0	3/17/2021  13:06:45.104655	1.136150E+0
3/17/2021  13:06:45.104658	1.718819E+0	3/17/2021  13:06:45.104660	1.080781E+0
3/17/2021  13:06:45.104663	1.661171E+0	3/17/2021  13:06:45.104665	1.027367E+0
3/17/2021  13:06:45.104668	1.601243E+0	3/17/2021  13:06:45.104670	9.690679E-1
3/17/2021  13:06:45.104673	1.540338E+0	3/17/2021  13:06:45.104675	9.101170E-1
3/17/2021  13:06:45.104678	1.478130E+0	3/17/2021  13:06:45.104680	8.514918E-1
3/17/2021  13:06:45.104683	1.414619E+0	3/17/2021  13:06:45.104685	7.899354E-1
3/17/2021  13:06:45.104688	1.349480E+0	3/17/2021  13:06:45.104690	7.264248E-1
3/17/2021  13:06:45.104693	1.282387E+0	3/17/2021  13:06:45.104695	6.642170E-1
3/17/2021  13:06:45.104698	1.214317E+0	3/17/2021  13:06:45.104700	6.003806E-1
3/17/2021  13:06:45.104703	1.145921E+0	3/17/2021  13:06:45.104705	5.349159E-1
3/17/2021  13:06:45.104708	1.074593E+0	3/17/2021  13:06:45.104710	4.701025E-1
3/17/2021  13:06:45.104713	1.004569E+0	3/17/2021  13:06:45.104715	4.036606E-1
3/17/2021  13:06:45.104718	9.316129E-1	3/17/2021  13:06:45.104720	3.385215E-1
3/17/2021  13:06:45.104723	8.583314E-1	3/17/2021  13:06:45.104725	2.720796E-1
3/17/2021  13:06:45.104728	7.847243E-1	3/17/2021  13:06:45.104730	2.056378E-1
3/17/2021  13:06:45.104733	7.104657E-1	3/17/2021  13:06:45.104735	1.408244E-1
3/17/2021  13:06:45.104738	6.345787E-1	3/17/2021  13:06:45.104740	7.894225E-2
3/17/2021  13:06:45.104743	5.590173E-1	3/17/2021  13:06:45.104745	2.064277E-2
3/17/2021  13:06:45.104748	4.808504E-1	3/17/2021  13:06:45.104750	-3.146850E-2
3/17/2021  13:06:45.104753	4.046377E-1	3/17/2021  13:06:45.104755	-6.436374E-2
3/17/2021  13:06:45.104758	3.254937E-1	3/17/2021  13:06:45.104760	-9.321213E-3
3/17/2021  13:06:45.104763	2.466754E-1	3/17/2021  13:06:45.104765	-2.807304E-3
3/17/2021  13:06:45.104768	1.698113E-1	3/17/2021  13:06:45.104770	-1.830218E-3
3/17/2021  13:06:45.104773	9.131868E-2	3/17/2021  13:06:45.104775	-2.807304E-3
3/17/2021  13:06:45.104778	1.347747E-2	3/17/2021  13:06:45.104780	-2.155913E-3
3/17/2021  13:06:45.104783	-6.566652E-2	3/17/2021  13:06:45.104785	-1.504522E-3
3/17/2021  13:06:45.104788	-1.431820E-1	3/17/2021  13:06:45.104790	-2.807304E-3
3/17/2021  13:06:45.104793	-2.220003E-1	3/17/2021  13:06:45.104795	-2.481609E-3
3/17/2021  13:06:45.104798	-3.001672E-1	3/17/2021  13:06:45.104800	-2.481609E-3
3/17/2021  13:06:45.104803	-3.783341E-1	3/17/2021  13:06:45.104805	-2.807304E-3
3/17/2021  13:06:45.104808	-4.555240E-1	3/17/2021  13:06:45.104810	-3.133000E-3
3/17/2021  13:06:45.104813	-5.330395E-1	3/17/2021  13:06:45.104815	-2.155913E-3
3/17/2021  13:06:45.104818	-6.086008E-1	3/17/2021  13:06:45.104820	-2.481609E-3
3/17/2021  13:06:45.104823	-6.841622E-1	3/17/2021  13:06:45.104825	-2.481609E-3
3/17/2021  13:06:45.104828	-7.603749E-1	3/17/2021  13:06:45.104830	-2.807304E-3
3/17/2021  13:06:45.104833	-8.343078E-1	3/17/2021  13:06:45.104835	-2.807304E-3
3/17/2021  13:06:45.104838	-9.072635E-1	3/17/2021  13:06:45.104840	-2.481609E-3
3/17/2021  13:06:45.104843	-9.802193E-1	3/17/2021  13:06:45.104845	-2.155913E-3
3/17/2021  13:06:45.104848	-1.051872E+0	3/17/2021  13:06:45.104850	-2.481609E-3
3/17/2021  13:06:45.104853	-1.123851E+0	3/17/2021  13:06:45.104855	-2.481609E-3
3/17/2021  13:06:45.104858	-1.192247E+0	3/17/2021  13:06:45.104860	-2.155913E-3
3/17/2021  13:06:45.104863	-1.260317E+0	3/17/2021  13:06:45.104865	-2.155913E-3
3/17/2021  13:06:45.104868	-1.328713E+0	3/17/2021  13:06:45.104870	-1.830218E-3
3/17/2021  13:06:45.104873	-1.394830E+0	3/17/2021  13:06:45.104875	-2.481609E-3
3/17/2021  13:06:45.104878	-1.459317E+0	3/17/2021  13:06:45.104880	-2.481609E-3
3/17/2021  13:06:45.104883	-1.521851E+0	3/17/2021  13:06:45.104885	-1.830218E-3
3/17/2021  13:06:45.104888	-1.583733E+0	3/17/2021  13:06:45.104890	-2.807304E-3
3/17/2021  13:06:45.104893	-1.643335E+0	3/17/2021  13:06:45.104895	-2.481609E-3
3/17/2021  13:06:45.104898	-1.702286E+0	3/17/2021  13:06:45.104900	-2.481609E-3
3/17/2021  13:06:45.104903	-1.759283E+0	3/17/2021  13:06:45.104905	-3.458695E-3
3/17/2021  13:06:45.104908	-1.812697E+0	3/17/2021  13:06:45.104910	-2.807304E-3
3/17/2021  13:06:45.104913	-1.866437E+0	3/17/2021  13:06:45.104915	-3.133000E-3
3/17/2021  13:06:45.104918	-1.917896E+0	3/17/2021  13:06:45.104920	-3.133000E-3
3/17/2021  13:06:45.104923	-1.967076E+0	3/17/2021  13:06:45.104925	-3.133000E-3
3/17/2021  13:06:45.104928	-2.015605E+0	3/17/2021  13:06:45.104930	-2.481609E-3
3/17/2021  13:06:45.104933	-2.060551E+0	3/17/2021  13:06:45.104935	-2.807304E-3
3/17/2021  13:06:45.104938	-2.104194E+0	3/17/2021  13:06:45.104940	-3.133000E-3
3/17/2021  13:06:45.104943	-2.147186E+0	3/17/2021  13:06:45.104945	-1.830218E-3
3/17/2021  13:06:45.104948	-2.184967E+0	3/17/2021  13:06:45.104950	-2.155913E-3
3/17/2021  13:06:45.104953	-2.222096E+0	3/17/2021  13:06:45.104955	-2.481609E-3
3/17/2021  13:06:45.104958	-2.256945E+0	3/17/2021  13:06:45.104960	-1.830218E-3
3/17/2021  13:06:45.104963	-2.289189E+0	3/17/2021  13:06:45.104965	-3.133000E-3
3/17/2021  13:06:45.104968	-2.319805E+0	3/17/2021  13:06:45.104970	-2.481609E-3
3/17/2021  13:06:45.104973	-2.347489E+0	3/17/2021  13:06:45.104975	-2.155913E-3
3/17/2021  13:06:45.104978	-2.373870E+0	3/17/2021  13:06:45.104980	-2.807304E-3
3/17/2021  13:06:45.104983	-2.397320E+0	3/17/2021  13:06:45.104985	-2.155913E-3
3/17/2021  13:06:45.104988	-2.418490E+0	3/17/2021  13:06:45.104990	-3.133000E-3
3/17/2021  13:06:45.104993	-2.437055E+0	3/17/2021  13:06:45.104995	-3.133000E-3
3/17/2021  13:06:45.104998	-2.453665E+0	3/17/2021  13:06:45.105000	-2.155913E-3
3/17/2021  13:06:45.105003	-2.466368E+0	3/17/2021  13:06:45.105005	-3.458695E-3
3/17/2021  13:06:45.105008	-2.479721E+0	3/17/2021  13:06:45.105010	-2.481609E-3
3/17/2021  13:06:45.105013	-2.488189E+0	3/17/2021  13:06:45.105015	-2.481609E-3
3/17/2021  13:06:45.105018	-2.494703E+0	3/17/2021  13:06:45.105020	-2.481609E-3
3/17/2021  13:06:45.105023	-2.498937E+0	3/17/2021  13:06:45.105025	-2.481609E-3
3/17/2021  13:06:45.105028	-2.501217E+0	3/17/2021  13:06:45.105030	-2.155913E-3
3/17/2021  13:06:45.105033	-2.498937E+0	3/17/2021  13:06:45.105035	-3.133000E-3
3/17/2021  13:06:45.105038	-2.496332E+0	3/17/2021  13:06:45.105040	-2.481609E-3
3/17/2021  13:06:45.105043	-2.489818E+0	3/17/2021  13:06:45.105045	-2.155913E-3
3/17/2021  13:06:45.105048	-2.482652E+0	3/17/2021  13:06:45.105050	-3.133000E-3
3/17/2021  13:06:45.105053	-2.471253E+0	3/17/2021  13:06:45.105055	-2.481609E-3
3/17/2021  13:06:45.105058	-2.458877E+0	3/17/2021  13:06:45.105060	-2.155913E-3
3/17/2021  13:06:45.105063	-2.443569E+0	3/17/2021  13:06:45.105065	-3.458695E-3
3/17/2021  13:06:45.105068	-2.425330E+0	3/17/2021  13:06:45.105070	-2.155913E-3
3/17/2021  13:06:45.105073	-2.404485E+0	3/17/2021  13:06:45.105075	-3.133000E-3
3/17/2021  13:06:45.105078	-2.381687E+0	3/17/2021  13:06:45.105080	-2.481609E-3
3/17/2021  13:06:45.105083	-2.357911E+0	3/17/2021  13:06:45.105085	-1.504522E-3
3/17/2021  13:06:45.105088	-2.328924E+0	3/17/2021  13:06:45.105090	-2.481609E-3
3/17/2021  13:06:45.105093	-2.299612E+0	3/17/2021  13:06:45.105095	-2.807304E-3
3/17/2021  13:06:45.105098	-2.268345E+0	3/17/2021  13:06:45.105100	-2.481609E-3
3/17/2021  13:06:45.105103	-2.234472E+0	3/17/2021  13:06:45.105105	-2.807304E-3
3/17/2021  13:06:45.105108	-2.197343E+0	3/17/2021  13:06:45.105110	-2.481609E-3
3/17/2021  13:06:45.105113	-2.158911E+0	3/17/2021  13:06:45.105115	-2.481609E-3
3/17/2021  13:06:45.105118	-2.119176E+0	3/17/2021  13:06:45.105120	-2.481609E-3
3/17/2021  13:06:45.105123	-2.076184E+0	3/17/2021  13:06:45.105125	-2.155913E-3
3/17/2021  13:06:45.105128	-2.030587E+0	3/17/2021  13:06:45.105130	-2.481609E-3
3/17/2021  13:06:45.105133	-1.984013E+0	3/17/2021  13:06:45.105135	-2.807304E-3
3/17/2021  13:06:45.105138	-1.935158E+0	3/17/2021  13:06:45.105140	-2.155913E-3
3/17/2021  13:06:45.105143	-1.884024E+0	3/17/2021  13:06:45.105145	-2.481609E-3
3/17/2021  13:06:45.105148	-1.831587E+0	3/17/2021  13:06:45.105150	-4.435781E-3
3/17/2021  13:06:45.105153	-1.777847E+0	3/17/2021  13:06:45.105155	-2.807304E-3
3/17/2021  13:06:45.105158	-1.721176E+0	3/17/2021  13:06:45.105160	-2.807304E-3
3/17/2021  13:06:45.105163	-1.662877E+0	3/17/2021  13:06:45.105165	-3.784390E-3
3/17/2021  13:06:45.105168	-1.604252E+0	3/17/2021  13:06:45.105170	-2.155913E-3
3/17/2021  13:06:45.105173	-1.542370E+0	3/17/2021  13:06:45.105175	-2.155913E-3
3/17/2021  13:06:45.105178	-1.480488E+0	3/17/2021  13:06:45.105180	-3.133000E-3
3/17/2021  13:06:45.105183	-1.417303E+0	3/17/2021  13:06:45.105185	-2.481609E-3
3/17/2021  13:06:45.105188	-1.350535E+0	3/17/2021  13:06:45.105190	-2.807304E-3
3/17/2021  13:06:45.105193	-1.285070E+0	3/17/2021  13:06:45.105195	-2.481609E-3
3/17/2021  13:06:45.105198	-1.216023E+0	3/17/2021  13:06:45.105200	-1.830218E-3
3/17/2021  13:06:45.105203	-1.146975E+0	3/17/2021  13:06:45.105205	-3.133000E-3
3/17/2021  13:06:45.105208	-1.076299E+0	3/17/2021  13:06:45.105210	-2.481609E-3
3/17/2021  13:06:45.105213	-1.005624E+0	3/17/2021  13:06:45.105215	-2.481609E-3
3/17/2021  13:06:45.105218	-9.329935E-1	3/17/2021  13:06:45.105220	-3.133000E-3
3/17/2021  13:06:45.105223	-8.606891E-1	3/17/2021  13:06:45.105225	-2.155913E-3
3/17/2021  13:06:45.105228	-7.867562E-1	3/17/2021  13:06:45.105230	-2.481609E-3
3/17/2021  13:06:45.105233	-7.105435E-1	3/17/2021  13:06:45.105235	-2.481609E-3
3/17/2021  13:06:45.105238	-6.353078E-1	3/17/2021  13:06:45.105240	-1.178827E-3
3/17/2021  13:06:45.105243	-5.594208E-1	3/17/2021  13:06:45.105245	-2.155913E-3
3/17/2021  13:06:45.105248	-4.825567E-1	3/17/2021  13:06:45.105250	-1.830218E-3
3/17/2021  13:06:45.105253	-4.053669E-1	3/17/2021  13:06:45.105255	-2.481609E-3
3/17/2021  13:06:45.105258	-3.272000E-1	3/17/2021  13:06:45.105260	-1.504522E-3
3/17/2021  13:06:45.105263	-2.490331E-1	3/17/2021  13:06:45.105265	-2.481609E-3
3/17/2021  13:06:45.105268	-1.711918E-1	3/17/2021  13:06:45.105270	-1.504522E-3
3/17/2021  13:06:45.105273	-9.269924E-2	3/17/2021  13:06:45.105275	-2.807304E-3
3/17/2021  13:06:45.105278	-1.518373E-2	3/17/2021  13:06:45.105280	-2.481609E-3
3/17/2021  13:06:45.105283	6.396026E-2	3/17/2021  13:06:45.105285	-2.481609E-3
3/17/2021  13:06:45.105288	1.437556E-1	3/17/2021  13:06:45.105290	-3.458695E-3
3/17/2021  13:06:45.105293	2.209455E-1	3/17/2021  13:06:45.105295	-1.830218E-3
3/17/2021  13:06:45.105298	2.991124E-1	3/17/2021  13:06:45.105300	-1.830218E-3
3/17/2021  13:06:45.105303	3.759765E-1	3/17/2021  13:06:45.105305	3.055214E-3
3/17/2021  13:06:45.105308	4.534920E-1	3/17/2021  13:06:45.105310	2.650529E-2
3/17/2021  13:06:45.105313	5.303561E-1	3/17/2021  13:06:45.105315	6.819430E-2
3/17/2021  13:06:45.105318	6.065689E-1	3/17/2021  13:06:45.105320	1.186771E-1
3/17/2021  13:06:45.105323	6.821302E-1	3/17/2021  13:06:45.105325	1.743710E-1
3/17/2021  13:06:45.105328	7.567145E-1	3/17/2021  13:06:45.105330	2.323448E-1
3/17/2021  13:06:45.105333	8.316244E-1	3/17/2021  13:06:45.105335	2.939012E-1
3/17/2021  13:06:45.105338	9.039288E-1	3/17/2021  13:06:45.105340	3.564348E-1
3/17/2021  13:06:45.105343	9.765589E-1	3/17/2021  13:06:45.105345	4.186426E-1
3/17/2021  13:06:45.105348	1.048863E+0	3/17/2021  13:06:45.105350	4.821532E-1
3/17/2021  13:06:45.105353	1.119213E+0	3/17/2021  13:06:45.105355	5.472923E-1
3/17/2021  13:06:45.105358	1.188912E+0	3/17/2021  13:06:45.105360	6.095001E-1
3/17/2021  13:06:45.105363	1.257308E+0	3/17/2021  13:06:45.105365	6.710566E-1
3/17/2021  13:06:45.105368	1.322773E+0	3/17/2021  13:06:45.105370	7.345672E-1
3/17/2021  13:06:45.105373	1.389541E+0	3/17/2021  13:06:45.105375	7.941694E-1
3/17/2021  13:06:45.105378	1.453377E+0	3/17/2021  13:06:45.105380	8.547488E-1
3/17/2021  13:06:45.105383	1.516888E+0	3/17/2021  13:06:45.105385	9.150024E-1
3/17/2021  13:06:45.105388	1.578118E+0	3/17/2021  13:06:45.105390	9.723248E-1
3/17/2021  13:06:45.105393	1.638046E+0	3/17/2021  13:06:45.105395	1.029322E+0
3/17/2021  13:06:45.105398	1.696020E+0	3/17/2021  13:06:45.105400	1.084038E+0
3/17/2021  13:06:45.105403	1.753017E+0	3/17/2021  13:06:45.105405	1.138104E+0
3/17/2021  13:06:45.105408	1.807734E+0	3/17/2021  13:06:45.105410	1.190215E+0
3/17/2021  13:06:45.105413	1.861148E+0	3/17/2021  13:06:45.105415	1.240698E+0
3/17/2021  13:06:45.105418	1.911305E+0	3/17/2021  13:06:45.105420	1.288575E+0
3/17/2021  13:06:45.105423	1.960485E+0	3/17/2021  13:06:45.105425	1.335801E+0
3/17/2021  13:06:45.105428	2.007711E+0	3/17/2021  13:06:45.105430	1.381724E+0
3/17/2021  13:06:45.105433	2.053959E+0	3/17/2021  13:06:45.105435	1.424716E+0
3/17/2021  13:06:45.105438	2.097603E+0	3/17/2021  13:06:45.105440	1.467056E+0
3/17/2021  13:06:45.105443	2.138640E+0	3/17/2021  13:06:45.105445	1.506791E+0
3/17/2021  13:06:45.105448	2.177724E+0	3/17/2021  13:06:45.105450	1.543595E+0
3/17/2021  13:06:45.105453	2.215179E+0	3/17/2021  13:06:45.105455	1.579747E+0
3/17/2021  13:06:45.105458	2.250028E+0	3/17/2021  13:06:45.105460	1.612968E+0
3/17/2021  13:06:45.105463	2.282598E+0	3/17/2021  13:06:45.105465	1.644235E+0
3/17/2021  13:06:45.105468	2.312887E+0	3/17/2021  13:06:45.105470	1.673873E+0
3/17/2021  13:06:45.105473	2.340246E+0	3/17/2021  13:06:45.105475	1.699928E+0
3/17/2021  13:06:45.105478	2.367930E+0	3/17/2021  13:06:45.105480	1.725333E+0
3/17/2021  13:06:45.105483	2.389426E+0	3/17/2021  13:06:45.105485	1.748457E+0
3/17/2021  13:06:45.105488	2.411247E+0	3/17/2021  13:06:45.105490	1.767999E+0
3/17/2021  13:06:45.105493	2.429812E+0	3/17/2021  13:06:45.105495	1.785261E+0
3/17/2021  13:06:45.105498	2.445445E+0	3/17/2021  13:06:45.105500	1.800568E+0
3/17/2021  13:06:45.105503	2.460753E+0	3/17/2021  13:06:45.105505	1.814573E+0
3/17/2021  13:06:45.105508	2.472804E+0	3/17/2021  13:06:45.105510	1.824018E+0
3/17/2021  13:06:45.105513	2.480946E+0	3/17/2021  13:06:45.105515	1.833789E+0
3/17/2021  13:06:45.105518	2.488763E+0	3/17/2021  13:06:45.105520	1.839326E+0
3/17/2021  13:06:45.105523	2.492671E+0	3/17/2021  13:06:45.105525	1.843234E+0
3/17/2021  13:06:45.105528	2.493974E+0	3/17/2021  13:06:45.105530	1.844537E+0
3/17/2021  13:06:45.105533	2.493323E+0	3/17/2021  13:06:45.105535	1.842257E+0
3/17/2021  13:06:45.105538	2.489740E+0	3/17/2021  13:06:45.105540	1.840303E+0
3/17/2021  13:06:45.105543	2.484203E+0	3/17/2021  13:06:45.105545	1.834115E+0
3/17/2021  13:06:45.105548	2.477038E+0	3/17/2021  13:06:45.105550	1.824344E+0
3/17/2021  13:06:45.105553	2.466615E+0	3/17/2021  13:06:45.105555	1.814573E+0
