waveform	Ch0		Gen	
t0	3/17/2021  13:06:45.102783		3/17/2021  13:06:45.102785	
delta t	5.000000E-6		5.000000E-6	

time[0]	Ch0	time[1]	Gen
3/17/2021  13:06:45.105558	2.452936E+0	3/17/2021  13:06:45.105560	1.801545E+0
3/17/2021  13:06:45.105563	2.437629E+0	3/17/2021  13:06:45.105565	1.786563E+0
3/17/2021  13:06:45.105568	2.419390E+0	3/17/2021  13:06:45.105570	1.768324E+0
3/17/2021  13:06:45.105573	2.398871E+0	3/17/2021  13:06:45.105575	1.747806E+0
3/17/2021  13:06:45.105578	2.377049E+0	3/17/2021  13:06:45.105580	1.725658E+0
3/17/2021  13:06:45.105583	2.352948E+0	3/17/2021  13:06:45.105585	1.701231E+0
3/17/2021  13:06:45.105588	2.324938E+0	3/17/2021  13:06:45.105590	1.673547E+0
3/17/2021  13:06:45.105593	2.295300E+0	3/17/2021  13:06:45.105595	1.645537E+0
3/17/2021  13:06:45.105598	2.264033E+0	3/17/2021  13:06:45.105600	1.613619E+0
3/17/2021  13:06:45.105603	2.229184E+0	3/17/2021  13:06:45.105605	1.579747E+0
3/17/2021  13:06:45.105608	2.193357E+0	3/17/2021  13:06:45.105610	1.544246E+0
3/17/2021  13:06:45.105613	2.154925E+0	3/17/2021  13:06:45.105615	1.507117E+0
3/17/2021  13:06:45.105618	2.114864E+0	3/17/2021  13:06:45.105620	1.467382E+0
3/17/2021  13:06:45.105623	2.071221E+0	3/17/2021  13:06:45.105625	1.425041E+0
3/17/2021  13:06:45.105628	2.027252E+0	3/17/2021  13:06:45.105630	1.381398E+0
3/17/2021  13:06:45.105633	1.980678E+0	3/17/2021  13:06:45.105635	1.336127E+0
3/17/2021  13:06:45.105638	1.932149E+0	3/17/2021  13:06:45.105640	1.288901E+0
3/17/2021  13:06:45.105643	1.881015E+0	3/17/2021  13:06:45.105645	1.239395E+0
3/17/2021  13:06:45.105648	1.828578E+0	3/17/2021  13:06:45.105650	1.189238E+0
3/17/2021  13:06:45.105653	1.773536E+0	3/17/2021  13:06:45.105655	1.136475E+0
3/17/2021  13:06:45.105658	1.718819E+0	3/17/2021  13:06:45.105660	1.082410E+0
3/17/2021  13:06:45.105663	1.661171E+0	3/17/2021  13:06:45.105665	1.025739E+0
3/17/2021  13:06:45.105668	1.601243E+0	3/17/2021  13:06:45.105670	9.693936E-1
3/17/2021  13:06:45.105673	1.540663E+0	3/17/2021  13:06:45.105675	9.104427E-1
3/17/2021  13:06:45.105678	1.478130E+0	3/17/2021  13:06:45.105680	8.508404E-1
3/17/2021  13:06:45.105683	1.414619E+0	3/17/2021  13:06:45.105685	7.896097E-1
3/17/2021  13:06:45.105688	1.349154E+0	3/17/2021  13:06:45.105690	7.270762E-1
3/17/2021  13:06:45.105693	1.283038E+0	3/17/2021  13:06:45.105695	6.648683E-1
3/17/2021  13:06:45.105698	1.214968E+0	3/17/2021  13:06:45.105700	6.007063E-1
3/17/2021  13:06:45.105703	1.146246E+0	3/17/2021  13:06:45.105705	5.349159E-1
3/17/2021  13:06:45.105708	1.076222E+0	3/17/2021  13:06:45.105710	4.697768E-1
3/17/2021  13:06:45.105713	1.004243E+0	3/17/2021  13:06:45.105715	4.036606E-1
3/17/2021  13:06:45.105718	9.322643E-1	3/17/2021  13:06:45.105720	3.378701E-1
3/17/2021  13:06:45.105723	8.599599E-1	3/17/2021  13:06:45.105725	2.720796E-1
3/17/2021  13:06:45.105728	7.853757E-1	3/17/2021  13:06:45.105730	2.066149E-1
3/17/2021  13:06:45.105733	7.098143E-1	3/17/2021  13:06:45.105735	1.424529E-1
3/17/2021  13:06:45.105738	6.339273E-1	3/17/2021  13:06:45.105740	7.959364E-2
3/17/2021  13:06:45.105743	5.577145E-1	3/17/2021  13:06:45.105745	2.096846E-2
3/17/2021  13:06:45.105748	4.815018E-1	3/17/2021  13:06:45.105750	-3.211989E-2
3/17/2021  13:06:45.105753	4.043120E-1	3/17/2021  13:06:45.105755	-6.338666E-2
3/17/2021  13:06:45.105758	3.254937E-1	3/17/2021  13:06:45.105760	-9.321213E-3
3/17/2021  13:06:45.105763	2.466754E-1	3/17/2021  13:06:45.105765	-3.133000E-3
3/17/2021  13:06:45.105768	1.698113E-1	3/17/2021  13:06:45.105770	-2.155913E-3
3/17/2021  13:06:45.105773	9.164437E-2	3/17/2021  13:06:45.105775	-2.481609E-3
3/17/2021  13:06:45.105778	1.347747E-2	3/17/2021  13:06:45.105780	-2.481609E-3
3/17/2021  13:06:45.105783	-6.501513E-2	3/17/2021  13:06:45.105785	-1.830218E-3
3/17/2021  13:06:45.105788	-1.444848E-1	3/17/2021  13:06:45.105790	-2.807304E-3
3/17/2021  13:06:45.105793	-2.226517E-1	3/17/2021  13:06:45.105795	-2.481609E-3
3/17/2021  13:06:45.105798	-3.001672E-1	3/17/2021  13:06:45.105800	-2.155913E-3
3/17/2021  13:06:45.105803	-3.780084E-1	3/17/2021  13:06:45.105805	-2.481609E-3
3/17/2021  13:06:45.105808	-4.551983E-1	3/17/2021  13:06:45.105810	-2.807304E-3
3/17/2021  13:06:45.105813	-5.323881E-1	3/17/2021  13:06:45.105815	-2.155913E-3
3/17/2021  13:06:45.105818	-6.089265E-1	3/17/2021  13:06:45.105820	-2.155913E-3
3/17/2021  13:06:45.105823	-6.851392E-1	3/17/2021  13:06:45.105825	-3.458695E-3
3/17/2021  13:06:45.105828	-7.603749E-1	3/17/2021  13:06:45.105830	-1.830218E-3
3/17/2021  13:06:45.105833	-8.352848E-1	3/17/2021  13:06:45.105835	-3.458695E-3
3/17/2021  13:06:45.105838	-9.075892E-1	3/17/2021  13:06:45.105840	-2.155913E-3
3/17/2021  13:06:45.105843	-9.811964E-1	3/17/2021  13:06:45.105845	-2.155913E-3
3/17/2021  13:06:45.105848	-1.051872E+0	3/17/2021  13:06:45.105850	-3.458695E-3
3/17/2021  13:06:45.105853	-1.123200E+0	3/17/2021  13:06:45.105855	-1.830218E-3
3/17/2021  13:06:45.105858	-1.192573E+0	3/17/2021  13:06:45.105860	-2.155913E-3
3/17/2021  13:06:45.105863	-1.260969E+0	3/17/2021  13:06:45.105865	-3.458695E-3
3/17/2021  13:06:45.105868	-1.328713E+0	3/17/2021  13:06:45.105870	-3.133000E-3
3/17/2021  13:06:45.105873	-1.395155E+0	3/17/2021  13:06:45.105875	-2.481609E-3
3/17/2021  13:06:45.105878	-1.459317E+0	3/17/2021  13:06:45.105880	-2.481609E-3
3/17/2021  13:06:45.105883	-1.521525E+0	3/17/2021  13:06:45.105885	-1.830218E-3
3/17/2021  13:06:45.105888	-1.583407E+0	3/17/2021  13:06:45.105890	-3.133000E-3
3/17/2021  13:06:45.105893	-1.642358E+0	3/17/2021  13:06:45.105895	-3.458695E-3
3/17/2021  13:06:45.105898	-1.702612E+0	3/17/2021  13:06:45.105900	-1.830218E-3
3/17/2021  13:06:45.105903	-1.758306E+0	3/17/2021  13:06:45.105905	-2.481609E-3
3/17/2021  13:06:45.105908	-1.813348E+0	3/17/2021  13:06:45.105910	-2.481609E-3
3/17/2021  13:06:45.105913	-1.867414E+0	3/17/2021  13:06:45.105915	-1.830218E-3
3/17/2021  13:06:45.105918	-1.918222E+0	3/17/2021  13:06:45.105920	-2.807304E-3
3/17/2021  13:06:45.105923	-1.967728E+0	3/17/2021  13:06:45.105925	-2.481609E-3
3/17/2021  13:06:45.105928	-2.014628E+0	3/17/2021  13:06:45.105930	-2.481609E-3
3/17/2021  13:06:45.105933	-2.061202E+0	3/17/2021  13:06:45.105935	-3.133000E-3
3/17/2021  13:06:45.105938	-2.104194E+0	3/17/2021  13:06:45.105940	-1.830218E-3
3/17/2021  13:06:45.105943	-2.145883E+0	3/17/2021  13:06:45.105945	-2.155913E-3
3/17/2021  13:06:45.105948	-2.184315E+0	3/17/2021  13:06:45.105950	-2.481609E-3
3/17/2021  13:06:45.105953	-2.222422E+0	3/17/2021  13:06:45.105955	-2.807304E-3
3/17/2021  13:06:45.105958	-2.257597E+0	3/17/2021  13:06:45.105960	-1.830218E-3
3/17/2021  13:06:45.105963	-2.288864E+0	3/17/2021  13:06:45.105965	-3.133000E-3
3/17/2021  13:06:45.105968	-2.320130E+0	3/17/2021  13:06:45.105970	-2.481609E-3
3/17/2021  13:06:45.105973	-2.347489E+0	3/17/2021  13:06:45.105975	-3.133000E-3
3/17/2021  13:06:45.105978	-2.373870E+0	3/17/2021  13:06:45.105980	-2.481609E-3
3/17/2021  13:06:45.105983	-2.398949E+0	3/17/2021  13:06:45.105985	-1.830218E-3
3/17/2021  13:06:45.105988	-2.417839E+0	3/17/2021  13:06:45.105990	-3.133000E-3
3/17/2021  13:06:45.105993	-2.437055E+0	3/17/2021  13:06:45.105995	-3.133000E-3
3/17/2021  13:06:45.105998	-2.453991E+0	3/17/2021  13:06:45.106000	-2.155913E-3
3/17/2021  13:06:45.106003	-2.467345E+0	3/17/2021  13:06:45.106005	-2.481609E-3
3/17/2021  13:06:45.106008	-2.478744E+0	3/17/2021  13:06:45.106010	-2.155913E-3
3/17/2021  13:06:45.106013	-2.488515E+0	3/17/2021  13:06:45.106015	-2.481609E-3
3/17/2021  13:06:45.106018	-2.495029E+0	3/17/2021  13:06:45.106020	-3.133000E-3
3/17/2021  13:06:45.106023	-2.498611E+0	3/17/2021  13:06:45.106025	-2.807304E-3
3/17/2021  13:06:45.106028	-2.501217E+0	3/17/2021  13:06:45.106030	-2.155913E-3
3/17/2021  13:06:45.106033	-2.499263E+0	3/17/2021  13:06:45.106035	-3.784390E-3
3/17/2021  13:06:45.106038	-2.496983E+0	3/17/2021  13:06:45.106040	-2.481609E-3
3/17/2021  13:06:45.106043	-2.490795E+0	3/17/2021  13:06:45.106045	-2.481609E-3
3/17/2021  13:06:45.106048	-2.482652E+0	3/17/2021  13:06:45.106050	-3.784390E-3
3/17/2021  13:06:45.106053	-2.471904E+0	3/17/2021  13:06:45.106055	-2.807304E-3
3/17/2021  13:06:45.106058	-2.457900E+0	3/17/2021  13:06:45.106060	-2.155913E-3
3/17/2021  13:06:45.106063	-2.443569E+0	3/17/2021  13:06:45.106065	-3.458695E-3
3/17/2021  13:06:45.106068	-2.426307E+0	3/17/2021  13:06:45.106070	-2.481609E-3
3/17/2021  13:06:45.106073	-2.405788E+0	3/17/2021  13:06:45.106075	-2.807304E-3
3/17/2021  13:06:45.106078	-2.382012E+0	3/17/2021  13:06:45.106080	-3.133000E-3
3/17/2021  13:06:45.106083	-2.357585E+0	3/17/2021  13:06:45.106085	-1.504522E-3
3/17/2021  13:06:45.106088	-2.329901E+0	3/17/2021  13:06:45.106090	-2.807304E-3
3/17/2021  13:06:45.106093	-2.300263E+0	3/17/2021  13:06:45.106095	-2.807304E-3
3/17/2021  13:06:45.106098	-2.268345E+0	3/17/2021  13:06:45.106100	-3.133000E-3
3/17/2021  13:06:45.106103	-2.234472E+0	3/17/2021  13:06:45.106105	-2.481609E-3
3/17/2021  13:06:45.106108	-2.197343E+0	3/17/2021  13:06:45.106110	-3.458695E-3
3/17/2021  13:06:45.106113	-2.159562E+0	3/17/2021  13:06:45.106115	-2.481609E-3
3/17/2021  13:06:45.106118	-2.118851E+0	3/17/2021  13:06:45.106120	-3.458695E-3
3/17/2021  13:06:45.106123	-2.074556E+0	3/17/2021  13:06:45.106125	-1.504522E-3
3/17/2021  13:06:45.106128	-2.030913E+0	3/17/2021  13:06:45.106130	-2.807304E-3
3/17/2021  13:06:45.106133	-1.984338E+0	3/17/2021  13:06:45.106135	-3.133000E-3
3/17/2021  13:06:45.106138	-1.935158E+0	3/17/2021  13:06:45.106140	-2.807304E-3
3/17/2021  13:06:45.106143	-1.884676E+0	3/17/2021  13:06:45.106145	-2.155913E-3
3/17/2021  13:06:45.106148	-1.832239E+0	3/17/2021  13:06:45.106150	-3.784390E-3
3/17/2021  13:06:45.106153	-1.776870E+0	3/17/2021  13:06:45.106155	-1.830218E-3
3/17/2021  13:06:45.106158	-1.721502E+0	3/17/2021  13:06:45.106160	-2.155913E-3
3/17/2021  13:06:45.106163	-1.663203E+0	3/17/2021  13:06:45.106165	-3.133000E-3
3/17/2021  13:06:45.106168	-1.604903E+0	3/17/2021  13:06:45.106170	-1.830218E-3
3/17/2021  13:06:45.106173	-1.543672E+0	3/17/2021  13:06:45.106175	-2.481609E-3
3/17/2021  13:06:45.106178	-1.480488E+0	3/17/2021  13:06:45.106180	-2.807304E-3
3/17/2021  13:06:45.106183	-1.415348E+0	3/17/2021  13:06:45.106185	-2.155913E-3
3/17/2021  13:06:45.106188	-1.350861E+0	3/17/2021  13:06:45.106190	-2.807304E-3
3/17/2021  13:06:45.106193	-1.283767E+0	3/17/2021  13:06:45.106195	-2.807304E-3
3/17/2021  13:06:45.106198	-1.216349E+0	3/17/2021  13:06:45.106200	-1.830218E-3
3/17/2021  13:06:45.106203	-1.147301E+0	3/17/2021  13:06:45.106205	-2.481609E-3
3/17/2021  13:06:45.106208	-1.077602E+0	3/17/2021  13:06:45.106210	-2.155913E-3
3/17/2021  13:06:45.106213	-1.005298E+0	3/17/2021  13:06:45.106215	-2.155913E-3
3/17/2021  13:06:45.106218	-9.320164E-1	3/17/2021  13:06:45.106220	-3.458695E-3
3/17/2021  13:06:45.106223	-8.600377E-1	3/17/2021  13:06:45.106225	-2.807304E-3
3/17/2021  13:06:45.106228	-7.857791E-1	3/17/2021  13:06:45.106230	-2.481609E-3
3/17/2021  13:06:45.106233	-7.115206E-1	3/17/2021  13:06:45.106235	-2.807304E-3
3/17/2021  13:06:45.106238	-6.349821E-1	3/17/2021  13:06:45.106240	-2.155913E-3
3/17/2021  13:06:45.106243	-5.597465E-1	3/17/2021  13:06:45.106245	-2.155913E-3
3/17/2021  13:06:45.106248	-4.819053E-1	3/17/2021  13:06:45.106250	-2.807304E-3
3/17/2021  13:06:45.106253	-4.050412E-1	3/17/2021  13:06:45.106255	-2.155913E-3
3/17/2021  13:06:45.106258	-3.275257E-1	3/17/2021  13:06:45.106260	-2.155913E-3
3/17/2021  13:06:45.106263	-2.500101E-1	3/17/2021  13:06:45.106265	-2.481609E-3
3/17/2021  13:06:45.106268	-1.711918E-1	3/17/2021  13:06:45.106270	-1.830218E-3
3/17/2021  13:06:45.106273	-9.237355E-2	3/17/2021  13:06:45.106275	-1.830218E-3
3/17/2021  13:06:45.106278	-1.420664E-2	3/17/2021  13:06:45.106280	-3.133000E-3
3/17/2021  13:06:45.106283	6.526304E-2	3/17/2021  13:06:45.106285	-1.830218E-3
3/17/2021  13:06:45.106288	1.421272E-1	3/17/2021  13:06:45.106290	-2.481609E-3
3/17/2021  13:06:45.106293	2.215969E-1	3/17/2021  13:06:45.106295	-2.481609E-3
3/17/2021  13:06:45.106298	2.991124E-1	3/17/2021  13:06:45.106300	-1.830218E-3
3/17/2021  13:06:45.106303	3.759765E-1	3/17/2021  13:06:45.106305	3.706605E-3
3/17/2021  13:06:45.106308	4.531663E-1	3/17/2021  13:06:45.106310	2.683098E-2
3/17/2021  13:06:45.106313	5.306818E-1	3/17/2021  13:06:45.106315	6.884569E-2
3/17/2021  13:06:45.106318	6.059175E-1	3/17/2021  13:06:45.106320	1.186771E-1
3/17/2021  13:06:45.106323	6.821302E-1	3/17/2021  13:06:45.106325	1.746967E-1
3/17/2021  13:06:45.106328	7.573658E-1	3/17/2021  13:06:45.106330	2.326705E-1
3/17/2021  13:06:45.106333	8.306473E-1	3/17/2021  13:06:45.106335	2.935755E-1
3/17/2021  13:06:45.106338	9.042545E-1	3/17/2021  13:06:45.106340	3.564348E-1
3/17/2021  13:06:45.106343	9.768846E-1	3/17/2021  13:06:45.106345	4.192940E-1
3/17/2021  13:06:45.106348	1.048212E+0	3/17/2021  13:06:45.106350	4.824789E-1
3/17/2021  13:06:45.106353	1.119213E+0	3/17/2021  13:06:45.106355	5.459895E-1
3/17/2021  13:06:45.106358	1.188261E+0	3/17/2021  13:06:45.106360	6.085230E-1
3/17/2021  13:06:45.106363	1.257960E+0	3/17/2021  13:06:45.106365	6.713823E-1
3/17/2021  13:06:45.106368	1.323750E+0	3/17/2021  13:06:45.106370	7.332644E-1
3/17/2021  13:06:45.106373	1.389215E+0	3/17/2021  13:06:45.106375	7.944951E-1
3/17/2021  13:06:45.106378	1.454354E+0	3/17/2021  13:06:45.106380	8.550745E-1
3/17/2021  13:06:45.106383	1.516562E+0	3/17/2021  13:06:45.106385	9.140254E-1
3/17/2021  13:06:45.106388	1.577467E+0	3/17/2021  13:06:45.106390	9.726505E-1
3/17/2021  13:06:45.106393	1.638372E+0	3/17/2021  13:06:45.106395	1.029322E+0
3/17/2021  13:06:45.106398	1.696346E+0	3/17/2021  13:06:45.106400	1.083387E+0
3/17/2021  13:06:45.106403	1.753017E+0	3/17/2021  13:06:45.106405	1.136801E+0
3/17/2021  13:06:45.106408	1.808711E+0	3/17/2021  13:06:45.106410	1.190541E+0
3/17/2021  13:06:45.106413	1.860496E+0	3/17/2021  13:06:45.106415	1.240372E+0
3/17/2021  13:06:45.106418	1.911956E+0	3/17/2021  13:06:45.106420	1.289226E+0
3/17/2021  13:06:45.106423	1.961462E+0	3/17/2021  13:06:45.106425	1.336778E+0
3/17/2021  13:06:45.106428	2.007711E+0	3/17/2021  13:06:45.106430	1.381398E+0
3/17/2021  13:06:45.106433	2.053959E+0	3/17/2021  13:06:45.106435	1.424716E+0
3/17/2021  13:06:45.106438	2.097928E+0	3/17/2021  13:06:45.106440	1.466405E+0
3/17/2021  13:06:45.106443	2.138314E+0	3/17/2021  13:06:45.106445	1.506465E+0
3/17/2021  13:06:45.106448	2.178701E+0	3/17/2021  13:06:45.106450	1.543269E+0
3/17/2021  13:06:45.106453	2.215179E+0	3/17/2021  13:06:45.106455	1.579421E+0
3/17/2021  13:06:45.106458	2.249377E+0	3/17/2021  13:06:45.106460	1.612642E+0
3/17/2021  13:06:45.106463	2.282272E+0	3/17/2021  13:06:45.106465	1.643583E+0
3/17/2021  13:06:45.106468	2.312562E+0	3/17/2021  13:06:45.106470	1.673221E+0
3/17/2021  13:06:45.106473	2.340897E+0	3/17/2021  13:06:45.106475	1.700906E+0
3/17/2021  13:06:45.106478	2.367930E+0	3/17/2021  13:06:45.106480	1.725333E+0
3/17/2021  13:06:45.106483	2.390077E+0	3/17/2021  13:06:45.106485	1.747806E+0
3/17/2021  13:06:45.106488	2.411573E+0	3/17/2021  13:06:45.106490	1.767347E+0
3/17/2021  13:06:45.106493	2.429812E+0	3/17/2021  13:06:45.106495	1.785912E+0
3/17/2021  13:06:45.106498	2.445771E+0	3/17/2021  13:06:45.106500	1.800894E+0
3/17/2021  13:06:45.106503	2.460753E+0	3/17/2021  13:06:45.106505	1.813922E+0
3/17/2021  13:06:45.106508	2.472152E+0	3/17/2021  13:06:45.106510	1.824344E+0
3/17/2021  13:06:45.106513	2.481597E+0	3/17/2021  13:06:45.106515	1.833464E+0
3/17/2021  13:06:45.106518	2.488437E+0	3/17/2021  13:06:45.106520	1.839652E+0
3/17/2021  13:06:45.106523	2.492671E+0	3/17/2021  13:06:45.106525	1.842583E+0
3/17/2021  13:06:45.106528	2.493648E+0	3/17/2021  13:06:45.106530	1.844863E+0
3/17/2021  13:06:45.106533	2.493974E+0	3/17/2021  13:06:45.106535	1.842257E+0
3/17/2021  13:06:45.106538	2.490391E+0	3/17/2021  13:06:45.106540	1.840303E+0
3/17/2021  13:06:45.106543	2.484203E+0	3/17/2021  13:06:45.106545	1.834115E+0
3/17/2021  13:06:45.106548	2.476386E+0	3/17/2021  13:06:45.106550	1.824995E+0
3/17/2021  13:06:45.106553	2.465964E+0	3/17/2021  13:06:45.106555	1.814573E+0
3/17/2021  13:06:45.106558	2.453262E+0	3/17/2021  13:06:45.106560	1.801220E+0
3/17/2021  13:06:45.106563	2.438280E+0	3/17/2021  13:06:45.106565	1.785912E+0
3/17/2021  13:06:45.106568	2.421344E+0	3/17/2021  13:06:45.106570	1.768650E+0
3/17/2021  13:06:45.106573	2.399197E+0	3/17/2021  13:06:45.106575	1.748131E+0
3/17/2021  13:06:45.106578	2.376724E+0	3/17/2021  13:06:45.106580	1.725984E+0
3/17/2021  13:06:45.106583	2.352296E+0	3/17/2021  13:06:45.106585	1.701557E+0
3/17/2021  13:06:45.106588	2.325589E+0	3/17/2021  13:06:45.106590	1.674199E+0
3/17/2021  13:06:45.106593	2.295625E+0	3/17/2021  13:06:45.106595	1.645212E+0
3/17/2021  13:06:45.106598	2.263056E+0	3/17/2021  13:06:45.106600	1.613293E+0
3/17/2021  13:06:45.106603	2.229509E+0	3/17/2021  13:06:45.106605	1.580724E+0
3/17/2021  13:06:45.106608	2.193031E+0	3/17/2021  13:06:45.106610	1.544897E+0
3/17/2021  13:06:45.106613	2.154599E+0	3/17/2021  13:06:45.106615	1.506465E+0
3/17/2021  13:06:45.106618	2.114213E+0	3/17/2021  13:06:45.106620	1.466405E+0
3/17/2021  13:06:45.106623	2.071873E+0	3/17/2021  13:06:45.106625	1.425367E+0
3/17/2021  13:06:45.106628	2.025950E+0	3/17/2021  13:06:45.106630	1.382050E+0
3/17/2021  13:06:45.106633	1.978724E+0	3/17/2021  13:06:45.106635	1.335801E+0
3/17/2021  13:06:45.106638	1.931498E+0	3/17/2021  13:06:45.106640	1.287924E+0
3/17/2021  13:06:45.106643	1.880689E+0	3/17/2021  13:06:45.106645	1.239395E+0
3/17/2021  13:06:45.106648	1.828904E+0	3/17/2021  13:06:45.106650	1.189238E+0
3/17/2021  13:06:45.106653	1.773210E+0	3/17/2021  13:06:45.106655	1.136150E+0
3/17/2021  13:06:45.106658	1.717842E+0	3/17/2021  13:06:45.106660	1.082084E+0
3/17/2021  13:06:45.106663	1.661496E+0	3/17/2021  13:06:45.106665	1.027042E+0
3/17/2021  13:06:45.106668	1.600266E+0	3/17/2021  13:06:45.106670	9.693936E-1
3/17/2021  13:06:45.106673	1.540663E+0	3/17/2021  13:06:45.106675	9.097913E-1
3/17/2021  13:06:45.106678	1.478456E+0	3/17/2021  13:06:45.106680	8.511661E-1
3/17/2021  13:06:45.106683	1.414294E+0	3/17/2021  13:06:45.106685	7.896097E-1
3/17/2021  13:06:45.106688	1.348829E+0	3/17/2021  13:06:45.106690	7.270762E-1
3/17/2021  13:06:45.106693	1.283364E+0	3/17/2021  13:06:45.106695	6.632399E-1
3/17/2021  13:06:45.106698	1.214968E+0	3/17/2021  13:06:45.106700	6.007063E-1
3/17/2021  13:06:45.106703	1.145921E+0	3/17/2021  13:06:45.106705	5.352416E-1
3/17/2021  13:06:45.106708	1.075570E+0	3/17/2021  13:06:45.106710	4.697768E-1
3/17/2021  13:06:45.106713	1.003266E+0	3/17/2021  13:06:45.106715	4.036606E-1
3/17/2021  13:06:45.106718	9.325900E-1	3/17/2021  13:06:45.106720	3.385215E-1
3/17/2021  13:06:45.106723	8.586571E-1	3/17/2021  13:06:45.106725	2.717539E-1
3/17/2021  13:06:45.106728	7.853757E-1	3/17/2021  13:06:45.106730	2.056378E-1
3/17/2021  13:06:45.106733	7.101400E-1	3/17/2021  13:06:45.106735	1.424529E-1
3/17/2021  13:06:45.106738	6.349044E-1	3/17/2021  13:06:45.106740	7.926795E-2
3/17/2021  13:06:45.106743	5.586916E-1	3/17/2021  13:06:45.106745	1.933999E-2
3/17/2021  13:06:45.106748	4.811761E-1	3/17/2021  13:06:45.106750	-3.179420E-2
3/17/2021  13:06:45.106753	4.036606E-1	3/17/2021  13:06:45.106755	-6.371235E-2
3/17/2021  13:06:45.106758	3.248423E-1	3/17/2021  13:06:45.106760	-8.669822E-3
3/17/2021  13:06:45.106763	2.470011E-1	3/17/2021  13:06:45.106765	-3.784390E-3
3/17/2021  13:06:45.106768	1.688342E-1	3/17/2021  13:06:45.106770	-2.155913E-3
3/17/2021  13:06:45.106773	9.131868E-2	3/17/2021  13:06:45.106775	-2.481609E-3
3/17/2021  13:06:45.106778	1.380316E-2	3/17/2021  13:06:45.106780	-2.481609E-3
3/17/2021  13:06:45.106783	-6.566652E-2	3/17/2021  13:06:45.106785	-1.830218E-3
3/17/2021  13:06:45.106788	-1.438334E-1	3/17/2021  13:06:45.106790	-3.458695E-3
3/17/2021  13:06:45.106793	-2.223260E-1	3/17/2021  13:06:45.106795	-2.481609E-3
3/17/2021  13:06:45.106798	-3.001672E-1	3/17/2021  13:06:45.106800	-1.830218E-3
3/17/2021  13:06:45.106803	-3.789855E-1	3/17/2021  13:06:45.106805	-2.155913E-3
3/17/2021  13:06:45.106808	-4.551983E-1	3/17/2021  13:06:45.106810	-3.458695E-3
3/17/2021  13:06:45.106813	-5.323881E-1	3/17/2021  13:06:45.106815	-1.504522E-3
3/17/2021  13:06:45.106818	-6.089265E-1	3/17/2021  13:06:45.106820	-3.458695E-3
3/17/2021  13:06:45.106823	-6.844879E-1	3/17/2021  13:06:45.106825	-2.807304E-3
3/17/2021  13:06:45.106828	-7.597235E-1	3/17/2021  13:06:45.106830	-2.481609E-3
3/17/2021  13:06:45.106833	-8.343078E-1	3/17/2021  13:06:45.106835	-2.807304E-3
3/17/2021  13:06:45.106838	-9.079149E-1	3/17/2021  13:06:45.106840	-2.807304E-3
3/17/2021  13:06:45.106843	-9.805450E-1	3/17/2021  13:06:45.106845	-2.481609E-3
3/17/2021  13:06:45.106848	-1.051547E+0	3/17/2021  13:06:45.106850	-3.458695E-3
3/17/2021  13:06:45.106853	-1.123525E+0	3/17/2021  13:06:45.106855	-3.133000E-3
3/17/2021  13:06:45.106858	-1.193224E+0	3/17/2021  13:06:45.106860	-3.133000E-3
3/17/2021  13:06:45.106863	-1.260969E+0	3/17/2021  13:06:45.106865	-3.458695E-3
3/17/2021  13:06:45.106868	-1.328388E+0	3/17/2021  13:06:45.106870	-2.481609E-3
3/17/2021  13:06:45.106873	-1.394830E+0	3/17/2021  13:06:45.106875	-2.155913E-3
3/17/2021  13:06:45.106878	-1.458666E+0	3/17/2021  13:06:45.106880	-3.458695E-3
3/17/2021  13:06:45.106883	-1.521525E+0	3/17/2021  13:06:45.106885	-2.481609E-3
3/17/2021  13:06:45.106888	-1.583733E+0	3/17/2021  13:06:45.106890	-2.807304E-3
3/17/2021  13:06:45.106893	-1.643335E+0	3/17/2021  13:06:45.106895	-2.481609E-3
3/17/2021  13:06:45.106898	-1.701960E+0	3/17/2021  13:06:45.106900	-3.133000E-3
3/17/2021  13:06:45.106903	-1.758306E+0	3/17/2021  13:06:45.106905	-3.458695E-3
3/17/2021  13:06:45.106908	-1.814000E+0	3/17/2021  13:06:45.106910	-2.807304E-3
3/17/2021  13:06:45.106913	-1.866437E+0	3/17/2021  13:06:45.106915	-3.458695E-3
3/17/2021  13:06:45.106918	-1.917896E+0	3/17/2021  13:06:45.106920	-3.133000E-3
3/17/2021  13:06:45.106923	-1.966751E+0	3/17/2021  13:06:45.106925	-2.481609E-3
3/17/2021  13:06:45.106928	-2.014954E+0	3/17/2021  13:06:45.106930	-2.807304E-3
3/17/2021  13:06:45.106933	-2.060551E+0	3/17/2021  13:06:45.106935	-4.435781E-3
3/17/2021  13:06:45.106938	-2.104194E+0	3/17/2021  13:06:45.106940	-3.133000E-3
3/17/2021  13:06:45.106943	-2.145232E+0	3/17/2021  13:06:45.106945	-2.481609E-3
3/17/2021  13:06:45.106948	-2.184967E+0	3/17/2021  13:06:45.106950	-3.133000E-3
3/17/2021  13:06:45.106953	-2.221445E+0	3/17/2021  13:06:45.106955	-3.133000E-3
3/17/2021  13:06:45.106958	-2.256945E+0	3/17/2021  13:06:45.106960	-2.155913E-3
3/17/2021  13:06:45.106963	-2.289841E+0	3/17/2021  13:06:45.106965	-2.481609E-3
3/17/2021  13:06:45.106968	-2.320456E+0	3/17/2021  13:06:45.106970	-2.481609E-3
